0.28074E+01 0.18956E-02 0.00000E+01 2272560 0 0 129930 0.46288E+05 0.00000E+01 0.28074E+01 0.00000E+01 0.00000E+01 0
1 2.7118 0.088261 1.6925 135.58 2.7118
2 2.8342 0.046898 1.2169 75.118 2.8342
3 2.8219 0.019861 0.73196 32.894 2.8219
4 2.6877 0.081431 1.5755 120.43 2.6877
5 2.8014 0.044264 1.162 66.999 2.8014
6 2.8213 0.01927 0.71034 30.407 2.8213
7 2.8265 0.10573 1.9451 151.51 2.8265
8 2.9046 0.050004 1.266 68.536 2.9046
9 2.8339 0.020144 0.73923 31.789 2.8339
10 2.6702 0.071013 1.3829 97.029 2.6702
11 2.7749 0.042629 1.1298 67.225 2.7749
12 2.8189 0.020099 0.74154 33.348 2.8189
13 2.797 0.11524 2.1425 143.94 2.797
14 2.8328 0.042274 1.0974 66.195 2.8328
15 2.8135 0.0191 0.70604 29.968 2.8135
16 2.8395 0.10726 1.9643 114.81 2.8395
17 2.8541 0.046824 1.2065 63.637 2.8541
18 2.8156 0.018935 0.6994 28.953 2.8156
19 2.7125 0.10732 2.0574 148.14 2.7125
20 2.8218 0.04476 1.1665 71.294 2.8218
21 2.835 0.019912 0.73048 30.337 2.835
22 2.8685 0.11308 2.0499 164.86 2.8685
23 2.8371 0.047804 1.2391 67.79 2.8371
24 2.8386 0.019682 0.72112 30.516 2.8386
25 2.8122 0.12029 2.2244 161.7 2.8122
26 2.8208 0.040488 1.0555 57.68 2.8208
27 2.8123 0.017679 0.65378 29.275 2.8123
28 2.6087 0.078675 1.5682 124.79 2.6087
29 2.7743 0.044913 1.1905 69.578 2.7743
30 2.8178 0.019025 0.70216 35.889 2.8178
31 2.7523 0.11129 2.1026 167.93 2.7523
32 2.7778 0.04038 1.069 54.561 2.7778
33 2.7976 0.017375 0.64591 28.894 2.7976
34 2.8863 0.11164 2.0113 147.22 2.8863
35 2.7429 0.036875 0.98865 51.739 2.7429
36 2.7849 0.01855 0.69275 30.717 2.7849
37 2.868 0.10947 1.9847 124.41 2.868
38 2.8867 0.049744 1.2673 69.385 2.8867
39 2.8134 0.018196 0.67262 31.635 2.8134
40 2.7465 0.089967 1.7034 129.82 2.7465
41 2.8078 0.046532 1.2187 69.318 2.8078
42 2.8046 0.018603 0.68985 29.969 2.8046
43 2.8677 0.098634 1.7885 100.77 2.8677
44 2.728 0.039849 1.0742 65.437 2.728
45 2.8088 0.019487 0.72154 31.288 2.8088
46 2.9438 0.12951 2.2876 170.98 2.9438
47 2.8461 0.04911 1.2689 70.607 2.8461
48 2.795 0.01807 0.67236 29.08 2.795
49 2.813 0.092042 1.7014 101.33 2.813
50 2.787 0.041999 1.1082 63.635 2.787
51 2.8158 0.019367 0.7153 32.432 2.8158
52 2.8167 0.12268 2.2649 159.01 2.8167
53 2.8006 0.042773 1.1231 63.18 2.8006
54 2.8281 0.018696 0.68754 28.977 2.8281
55 2.6661 0.069236 1.3504 76.467 2.6661
56 2.8099 0.047357 1.2394 77.912 2.8099
57 2.8128 0.019049 0.70432 31.407 2.8128
58 2.8249 0.10431 1.9201 138.15 2.8249
59 2.8085 0.043563 1.1407 65.609 2.8085
60 2.8171 0.018943 0.69931 30.818 2.8171
61 2.8557 0.094792 1.7261 87.579 2.8557
62 2.8389 0.046824 1.2129 73.927 2.8389
63 2.8202 0.019252 0.70994 32.73 2.8202
